2019冠狀病毒病 2019冠状病毒病
咾 咾
咿 咿
哀 哀
哀 哀
哀傷 哀伤
哀兵必勝 哀兵必胜
哀勸 哀劝
哀告 哀告
哀告賓服 哀告宾服
哀哭 哀哭
哀哭切齒 哀哭切齿
哀啟 哀启
哀嘆 哀叹
哀嚎 哀嚎
哀失 哀失
哀婉 哀婉
哀子 哀子
哀家 哀家
哀平 哀平
哀思 哀思
哀怨 哀怨
哀悼 哀悼
哀愁 哀愁
哀慟 哀恸
哀憐 哀怜
哀憫 哀悯
哀戚 哀戚
哀榮 哀荣
哀樂 哀乐
哀歌 哀歌
哀求 哀求
哀江南賦 哀江南赋
哀泣 哀泣
哀痛 哀痛
哀的美敦書 哀的美敦书
哀矜 哀矜
哀而不傷 哀而不伤
哀艷 哀艳
哀莫大於心死 哀莫大于心死
哀號 哀号
哀詞 哀词
哀辭 哀辞
哀鳴 哀鸣
哀鴻遍野 哀鸿遍野
品 品
品位 品位
品保 品保
品名 品名
品味 品味
品味生活 品味生活
品嘗 品尝
品學 品学
品學兼優 品学兼优
品客 品客
品川 品川
品川區 品川区
品德 品德
品性 品性
品控 品控
品族 品族
品月 品月
品服 品服
品格 品格
品牌 品牌
品目 品目
品相 品相
品秩 品秩
品種 品种
品第 品第
品等 品等
品管 品管
品節 品节
品紅 品红
品級 品级
品綠 品绿
品繫 品系
品脫 品脱
品色 品色
品茗 品茗
品茶 品茶
品藍 品蓝
品行 品行
品評 品评
品議 品议
品貌 品貌
品質 品质
品趣志 品趣志
品達 品达
品酒 品酒
品鑒 品鉴
品頭論足 品头论足
品題 品题
品類 品类
品麗珠 品丽珠
哂 哂
哂笑 哂笑
哂納 哂纳
哃 哃
哄 哄
哄 哄
哄動 哄动
哄動一時 哄动一时
哄勸 哄劝
哄堂大笑 哄堂大笑
哄抬 哄抬
哄搶 哄抢
哄然 哄然
哄瞞 哄瞒
哄笑 哄笑
哄誘 哄诱
哄騙 哄骗
哆 哆
哆啦A夢 哆啦A梦
哆嗦 哆嗦
哆囉美遠 哆啰美远
哆囉美遠族 哆啰美远族
哇 哇
哇 哇
哇哇 哇哇
哇噻 哇噻
哇塞 哇塞
哇沙比 哇沙比
哇沙米 哇沙米
哇靠 哇靠
哈 哈
哈 哈
哈 哈
哈伯 哈伯
哈伯太空望遠鏡 哈伯太空望远镜
哈伯瑪斯 哈伯玛斯
哈佛 哈佛
哈佛大學 哈佛大学
哈倫褲 哈伦裤
哈克貝利·芬歷險記 哈克贝利·芬历险记
哈利 哈利
哈利·波特 哈利·波特
哈利伯頓 哈利伯顿
哈利法克斯 哈利法克斯
哈利路亞 哈利路亚
哈利迪亞 哈利迪亚
哈努卡 哈努卡
哈努卡節 哈努卡节
哈勃 哈勃
哈博羅內 哈博罗内
哈吉 哈吉
哈吉斯 哈吉斯
哈哈 哈哈
哈哈大笑 哈哈大笑
哈哈笑 哈哈笑
哈哈鏡 哈哈镜
哈啾 哈啾
哈喇 哈喇
哈喇子 哈喇子
哈嘍 哈喽
哈囉 哈啰
哈囉出行 哈啰出行
哈囉德 哈罗德
哈士奇 哈士奇
哈士蟆 哈士蟆
哈奴曼 哈奴曼
哈姆雷特 哈姆雷特
哈季奇 哈季奇
哈密 哈密
哈密市 哈密市
哈密瓜 哈密瓜
哈尼 哈尼
哈尼族 哈尼族
哈巴河 哈巴河
哈巴河縣 哈巴河县
哈巴狗 哈巴狗
哈巴羅夫斯克 哈巴罗夫斯克
哈巴谷書 哈巴谷书
哈巴雪山 哈巴雪山
哈布斯堡 哈布斯堡
哈希 哈希
哈得斯 哈得斯
哈德斯 哈德斯
哈德遜河 哈德逊河
哈恩 哈恩
哈扣 哈扣
哈拉 哈拉
哈拉子 哈拉子
哈拉爾五世 哈拉尔五世
哈拉雷 哈拉雷
哈拿 哈拿
哈摩辣 哈摩辣
哈日 哈日
哈日族 哈日族
哈普西科德 哈普西科德
哈根達斯 哈根达斯
哈桑 哈桑
哈梅內伊 哈梅内伊
哈棒 哈棒
哈欠 哈欠
哈比人 哈比人
哈爾斯塔 哈尔斯塔
哈爾濱 哈尔滨
哈爾濱工業大學 哈尔滨工业大学
哈爾濱市 哈尔滨市
哈爾登 哈尔登
哈特福德 哈特福德
哈珀 哈珀
哈瓦那 哈瓦那
哈米吉多頓 哈米吉多顿
哈米爾卡 哈米尔卡
哈羅 哈罗
哈腰 哈腰
哈莉·貝瑞 哈莉·贝瑞
哈萊姆 哈莱姆
哈蒙德 哈蒙德
哈薩克 哈萨克
哈薩克人 哈萨克人
哈薩克文 哈萨克文
哈薩克斯坦 哈萨克斯坦
哈薩克族 哈萨克族
哈薩克語 哈萨克语
哈蘇 哈苏
哈蜜瓜 哈蜜瓜
哈西納 哈西纳
哈該書 哈该书
哈豐角 哈丰角
哈貝爾 哈贝尔
哈貝馬斯 哈贝马斯
哈迪 哈迪
哈迪斯 哈迪斯
哈迷 哈迷
哈達 哈达
哈里 哈里
哈里斯堡 哈里斯堡
哈里森·施密特 哈里森·施密特
哈里發 哈里发
哈里發塔 哈里发塔
哈里發帝國 哈里发帝国
哈雷彗星 哈雷彗星
哈靈根 哈灵根
哈馬斯 哈马斯
哈馬爾 哈马尔
哈馬黑拉島 哈马黑拉岛
哉 哉
哋 哋
哌 哌
哌啶 哌啶
哌嗪 哌嗪
哌替啶 哌替啶
哎 哎
哎呀 哎呀
哎呦 哎呦
哎唷 哎唷
哎喲 哎哟
哏 哏
哏 哏
哐 哐
哐哐啷啷 哐哐啷啷
哐啷 哐啷
哚 哚
哞 哞
員 员
員外 员外
員山 员山
員山鄉 员山乡
員工 员工
員林 员林
員林鎮 员林镇
員警 员警
哢 哢
哤 哤
哥 哥
哥們 哥们
哥們兒 哥们儿
哥倫布 哥伦布
哥倫比亞 哥伦比亚
哥倫比亞大學 哥伦比亚大学
哥倫比亞廣播公司 哥伦比亚广播公司
哥倫比亞特區 哥伦比亚特区
哥兒 哥儿
哥利亞 哥利亚
哥吉拉 哥吉拉
哥哥 哥哥
哥大 哥大
哥尼斯堡 哥尼斯堡
哥布林 哥布林
哥德堡 哥德堡
哥德巴赫猜想 哥德巴赫猜想
哥德式 哥德式
哥打巴魯 哥打巴鲁
哥斯大黎加 哥斯大黎加
哥斯拉 哥斯拉
哥斯達黎加 哥斯达黎加
哥本哈根 哥本哈根
哥林多 哥林多
哥林多前書 哥林多前书
哥林多後書 哥林多后书
哥特人 哥特人
哥特式 哥特式
哥白尼 哥白尼
哥羅芳 哥罗芳
哥老會 哥老会
哥薩克 哥萨克
哦 哦
哦 哦
哦 哦
哦 哦
哧 哧
哧溜 哧溜
哧溜溜 哧溜溜
哨 哨
哨兵 哨兵
哨卡 哨卡
哨子 哨子
哨子聲 哨子声
哨所 哨所
哨笛 哨笛
哩 哩
哩 哩
哩哩啦啦 哩哩啦啦
哩哩囉囉 哩哩啰啰
哩哩羅羅 哩哩罗罗
哩溜歪斜 哩溜歪斜
哪 哪
哪 哪
哪 哪
哪 哪
哪一個 哪一个
哪些 哪些
哪個 哪个
哪像 哪像
哪兒 哪儿
哪兒的話 哪儿的话
哪兒跟哪兒 哪儿跟哪儿
哪吒 哪吒
哪壺不開提哪壺 哪壶不开提哪壶
哪怕 哪怕
哪知 哪知
哪知道 哪知道
哪裏 哪里
哪裡 哪里
哪裡哪裡 哪里哪里
哪門子 哪门子
哫 哫
哭 哭
哭哭啼啼 哭哭啼啼
哭喊 哭喊
哭喪 哭丧
哭喪棒 哭丧棒
哭喪臉 哭丧脸
哭喪著臉 哭丧着脸
哭天抹淚 哭天抹泪
哭得死去活來 哭得死去活来
哭泣 哭泣
哭牆 哭墙
哭秋風 哭秋风
哭窮 哭穷
哭笑不得 哭笑不得
哭聲 哭声
哭聲震天 哭声震天
哭腔 哭腔
哭臉 哭脸
哭訴 哭诉
哭靈 哭灵
哭鬧 哭闹
哭鼻子 哭鼻子
哮 哮
哮喘 哮喘
哮喘病 哮喘病
哮鳴 哮鸣
哰 哰
哱 哱
哲 哲
哲人 哲人
哲人其萎 哲人其萎
哲人石 哲人石
哲學 哲学
哲學博士學位 哲学博士学位
哲學史 哲学史
哲學家 哲学家
哲理 哲理
哲蚌寺 哲蚌寺
哳 哳
哶 咩
哺 哺
哺乳 哺乳
哺乳動物 哺乳动物
哺乳期 哺乳期
哺乳綱 哺乳纲
哺乳類 哺乳类
哺乳類動物 哺乳类动物
哺母乳 哺母乳
哺育 哺育
哺養 哺养
哼 哼
哼兒哈兒 哼儿哈儿
哼哧 哼哧
哼哼唧唧 哼哼唧唧
哼唧 哼唧
哼唱 哼唱
哼聲 哼声
哽 哽
哽咽 哽咽
哽噎 哽噎
哿 哿
唁 唁
唁信 唁信
唁函 唁函
唁勞 唁劳
唁電 唁电
唂 唂
唃 唃
唄 呗
唄 呗
唅 唅
唆 唆
唇 唇
唇亡齒寒 唇亡齿寒
唇典 唇典
唇印 唇印
唇形科 唇形科
唇彩 唇彩
唇槍舌劍 唇枪舌剑
唇槍舌戰 唇枪舌战
唇膏 唇膏
唇舌 唇舌
唇蜜 唇蜜
唇角 唇角
唇讀 唇读
唇音 唇音
唇顎裂 唇颚裂
唇齒 唇齿
唇齒相依 唇齿相依
唇齒音 唇齿音
唈 唈
唉 唉
唉 唉
唉唉 唉唉
唉姐 唉姐
唉聲嘆氣 唉声叹气
唊 唊
唎 唎
唎 唎
唏 唏
唏哩嘩啦 唏哩哗啦
唏噓 唏嘘
唐 唐
唐 唐
唐三藏 唐三藏
唐中宗 唐中宗
唐人街 唐人街
唐代 唐代
唐代宗 唐代宗
唐伯虎 唐伯虎
唐僖宗 唐僖宗
唐僧 唐僧
唐初四大家 唐初四大家
唐卡 唐卡
唐古拉 唐古拉
唐古拉山 唐古拉山
唐古拉山脈 唐古拉山脉
唐吉訶德 唐吉诃德
唐哀帝 唐哀帝
唐堯 唐尧
唐太宗 唐太宗
唐太宗李衛公問對 唐太宗李卫公问对
唐宋 唐宋
唐宋八大家 唐宋八大家
唐宣宗 唐宣宗
唐家山 唐家山
唐家璇 唐家璇
唐寅 唐寅
唐寧街 唐宁街
唐山 唐山
唐山地區 唐山地区
唐山大地震 唐山大地震
唐山市 唐山市
唐德宗 唐德宗
唐恩都樂 唐恩都乐
唐憲宗 唐宪宗
唐懿宗 唐懿宗
唐手道 唐手道
唐招提寺 唐招提寺
唐敬宗 唐敬宗
唐文宗 唐文宗
唐明皇 唐明皇
唐昭宗 唐昭宗
唐書 唐书
唐朝 唐朝
唐末 唐末
唐棣 唐棣
唐樓 唐楼
唐武宗 唐武宗
唐殤帝 唐殇帝
唐氏兒 唐氏儿
唐氏症 唐氏症
唐氏綜合症 唐氏综合症
唐河 唐河
唐河縣 唐河县
唐海 唐海
唐海縣 唐海县
唐狗 唐狗
唐玄宗 唐玄宗
唐璜 唐璜
唐睿宗 唐睿宗
唐穆宗 唐穆宗
唐突 唐突
唐納 唐纳
唐納·川普 唐纳·川普
唐納德 唐纳德
唐紹儀 唐绍仪
唐縣 唐县
唐老鴨 唐老鸭
唐肅宗 唐肃宗
唐花 唐花
唐裝 唐装
唐詩 唐诗
唐詩三百首 唐诗三百首
唐順宗 唐顺宗
唐高宗 唐高宗
唐高祖 唐高祖
唑 唑
唔 唔
唔好睇 唔好睇
唕 唣
唘 启
唚 吣
唞 唞
唣 唣
唧 唧
唧咕 唧咕
唧唧 唧唧
唧唧喳喳 唧唧喳喳
唧唧嘎嘎 唧唧嘎嘎
唧啾 唧啾
唧筒 唧筒
唧筒座 唧筒座
唪 唪
唫 吟
唫 唫
唫 唫
唬 唬
唬人 唬人
唬弄 唬弄
唬爛 唬烂
售 售
售價 售价
售完 售完
售完即止 售完即止
售後服務 售后服务
售票 售票
售票口 售票口
售票員 售票员
售票大廳 售票大厅
售票處 售票处
售罄 售罄
售貨 售货
售貨員 售货员
售貨臺 售货台
售賣 售卖
唯 唯
唯 唯
唯一 唯一
唯一性 唯一性
唯利是圖 唯利是图
唯命是從 唯命是从
唯唯諾諾 唯唯诺诺
唯心主義 唯心主义
唯心論 唯心论
唯恐 唯恐
唯恐天下不亂 唯恐天下不乱
唯意志論 唯意志论
唯有 唯有
唯物 唯物
唯物主義 唯物主义
唯物論 唯物论
唯獨 唯独
唯理論 唯理论
唯粉 唯粉
唯美 唯美
唯識宗 唯识宗
唯讀 唯读
唯象 唯象
唯象理論 唯象理论
唯飯 唯饭
唰 唰
唱 唱
唱K 唱K
唱功 唱功
唱反調 唱反调
唱名 唱名
唱和 唱和
唱商 唱商
唱喏 唱喏
唱喏 唱喏
唱對臺戲 唱对台戏
唱念 唱念
唱戲 唱戏
唱曲 唱曲
唱本 唱本
唱機 唱机
唱歌 唱歌
唱段 唱段
唱法 唱法
唱片 唱片
唱白臉 唱白脸
唱盤 唱盘
唱碟 唱碟
唱票 唱票
唱空城計 唱空城计
唱紅臉 唱红脸
唱腔 唱腔
唱臂 唱臂
唱衰 唱衰
唱詞 唱词
唱詩班 唱诗班
唱針 唱针
唱雙簧 唱双簧
唱頭 唱头
唱高調 唱高调
唱高調兒 唱高调儿
唱黑臉 唱黑脸
唲 唲
唳 唳
唵 唵
唵嘛呢叭咪吽 唵嘛呢叭咪吽
唶 唶
唷 唷
唷 唷
唸 念
唸唸有詞 念念有词
唹 唹
唻 唻
唼 唼
唾 唾
唾手可得 唾手可得
唾棄 唾弃
唾沫 唾沫
唾沫星子 唾沫星子
唾液 唾液
唾液腺 唾液腺
唾罵 唾骂
唾面自乾 唾面自干
唾餘 唾余
唿 唿
唿哨 唿哨
唿喇 唿喇
唿喇喇 唿喇喇
啁 啁
啁 啁
啁哳 啁哳
啁啾 啁啾
啃 啃
啃書 啃书
啃老 啃老
啃老族 啃老族
啄 啄
啄木鳥 啄木鸟
啄羊鸚鵡 啄羊鹦鹉
啄花鳥 啄花鸟
啄食 啄食
啅 啅
商 商
商 商
商丘 商丘
商丘市 商丘市
商人 商人
商人銀行 商人银行
商代 商代
商兌 商兑
商務 商务
商務中心區 商务中心区
商務印書館 商务印书馆
商務漢語考試 商务汉语考试
商務部 商务部
商南 商南
商南縣 商南县
商君書 商君书
商品 商品
商品價值 商品价值
商品化 商品化
商品糧 商品粮
商品經濟 商品经济
商圈 商圈
商城 商城
商城 商城
商城縣 商城县
商域 商域
商埠 商埠
商報 商报
商場 商场
商女 商女
商學 商学
商學院 商学院
商定 商定
商家 商家
商展 商展
商州 商州
商州區 商州区
商店 商店
商戰 商战
商戶 商户
商數 商数
商旅 商旅
商會 商会
商朝 商朝
商棧 商栈
商業 商业
商業中心 商业中心
商業化 商业化
商業區 商业区
商業應用 商业应用
商業模式 商业模式
商業機構 商业机构
商業版本 商业版本
商業發票 商业发票
商業管理 商业管理
商業行為 商业行为
商業計劃 商业计划
商業銀行 商业银行
商榷 商榷
商標 商标
商機 商机
商檢 商检
商民 商民
商水 商水
商水縣 商水县
商河 商河
商河縣 商河县
商洛 商洛
商洛市 商洛市
商洽 商洽
商港 商港
商湯 商汤
商湯科技 商汤科技
商演 商演
商用 商用
商界 商界
商祺 商祺
商科 商科
商科 商科
商科院校 商科院校
商科集團 商科集团
商稅 商税
商紂王 商纣王
商約 商约
商舖 商铺
商船 商船
商號 商号
商行 商行
商計 商计
商討 商讨
商調 商调
商談 商谈
商議 商议
商譽 商誉
商販 商贩
商貿 商贸
商賈 商贾
商路 商路
商辦 商办
商都 商都
商都縣 商都县
商酌 商酌
商量 商量
商隊 商队
商鞅 商鞅
商鞅變法 商鞅变法
商飆徐起 商飙徐起
啉 啉
啊 啊
啊 啊
啊 啊
啊 啊
啊 啊
啊呀 啊呀
啊喲 啊哟
啍 啍
啎 啎
問 问
問世 问世
問事 问事
問住 问住
問倒 问倒
問候 问候
問卷 问卷
問名 问名
問好 问好
問安 问安
問客殺雞 问客杀鸡
問市 问市
問心有愧 问心有愧
問心無愧 问心无愧
問津 问津
問答 问答
問罪 问罪
問罪之師 问罪之师
問荊 问荆
問號 问号
問訊 问讯
問診 问诊
問話 问话
問責 问责
問責性 问责性
問路 问路
問道 问道
問道於盲 问道于盲
問題 问题
問鼎 问鼎
問鼎中原 问鼎中原
問鼎輕重 问鼎轻重
啐 啐
啑 喋
啓 启
啕 啕
啖 啖
啗 啖
啜 啜
啜泣 啜泣
啜飲 啜饮
啞 哑
啞 哑
啞光 哑光
啞劇 哑剧
啞口 哑口
啞口無言 哑口无言
啞子 哑子
啞巴 哑巴
啞巴吃黃蓮 哑巴吃黄莲
啞巴吃黃連 哑巴吃黄连
啞巴吃黃連，有苦說不出 哑巴吃黄连，有苦说不出
啞巴虧 哑巴亏
啞然失笑 哑然失笑
啞然無生 哑然无生
啞終端 哑终端
啞語 哑语
啞謎 哑谜
啞鈴 哑铃
啞點 哑点
啞鼓 哑鼓
啟 启
啟 启
啟事 启事
啟動 启动
啟動區 启动区
啟動子 启动子
啟奏 启奏
啟封 启封
啟德機場 启德机场
啟應祈禱 启应祈祷
啟明 启明
啟明星 启明星
啟東 启东
啟東市 启东市
啟海話 启海话
啟用 启用
啟發 启发
啟發式 启发式
啟發法 启发法
啟矇 启蒙
啟示 启示
啟示者 启示者
啟示錄 启示录
啟程 启程
啟航 启航
啟蒙 启蒙
啟蒙主義 启蒙主义
啟蟄 启蛰
啟迪 启迪
啟運 启运
啟齒 启齿
啡 啡
啡廳 啡厅
啢 唡
啣 衔
啤 啤
啤酒 啤酒
啤酒廠 啤酒厂
啤酒節 啤酒节
啤酒肚 啤酒肚
啤酒花 啤酒花
啥 啥
啥子 啥子
啦 啦
啦 啦
啦呱 啦呱
啦啦隊 啦啦队
啦啦隊長 啦啦队长
啪 啪
啪啪啪 啪啪啪
啪噠 啪哒
啪嚓 啪嚓
啫 啫
啫哩 啫哩
啫喱 啫喱
啱 啱
啲 啲
啵 啵
啵 啵
啵啵 啵啵
啶 啶
啷 啷
啷當 啷当
啺 啺
啻 啻
啼 啼
啼哭 啼哭
啼囀 啼啭
啼笑皆非 啼笑皆非
啼聲 啼声
啼饑號寒 啼饥号寒
啽 啽
啾 啾
喀 喀
喀什 喀什
喀什噶爾 喀什噶尔
喀什地區 喀什地区
喀什市 喀什市
喀啦喀啦 喀啦喀啦
喀喇崑崙公路 喀喇昆仑公路
喀喇崑崙山 喀喇昆仑山
喀喇崑崙山脈 喀喇昆仑山脉
喀喇沁 喀喇沁
喀喇沁左翼蒙古族自治縣 喀喇沁左翼蒙古族自治县
喀喇沁旗 喀喇沁旗
喀噠 喀哒
喀嚓 喀嚓
喀土穆 喀土穆
喀奴特 喀奴特
喀山 喀山
喀布爾 喀布尔
喀拉喀托 喀拉喀托
喀拉喀托火山 喀拉喀托火山
喀拉崑崙山 喀拉昆仑山
喀拉拉邦 喀拉拉邦
喀拉汗國 喀拉汗国
喀拉汗王朝 喀拉汗王朝
喀斯特 喀斯特
喀爾喀 喀尔喀
喀爾巴阡山脈 喀尔巴阡山脉
喀秋莎 喀秋莎
喀納斯湖 喀纳斯湖
喀麥隆 喀麦隆
喁 喁
喁喁 喁喁
喂 喂
喂 喂
喃 喃
喃喃 喃喃
喃喃自語 喃喃自语
喃字 喃字
善 善
善事 善事
善人 善人
善化 善化
善化鎮 善化镇
善哉 善哉
善因 善因
善始善終 善始善终
善存 善存
善待 善待
善後 善后
善後借款 善后借款
善心 善心
善忘 善忘
善思 善思
善惡 善恶
善意 善意
善意的謊言 善意的谎言
善感 善感
善於 善于
善有善報 善有善报
善有善報，惡有惡報 善有善报，恶有恶报
善本 善本
善款 善款
善用 善用
善男信女 善男信女
善策 善策
善緣 善缘
善罷甘休 善罢甘休
善能 善能
善自保重 善自保重
善自為謀 善自为谋
善自珍攝 善自珍摄
善舉 善举
善良 善良
善行 善行
善解人意 善解人意
善言 善言
善言辭 善言辞
善變 善变
善財 善财
善財難捨 善财难舍
善辯 善辩
善風 善风
喆 喆
喇 喇
喇 喇
喇叭 喇叭
喇叭形 喇叭形
喇叭水仙 喇叭水仙
喇叭花 喇叭花
喇叭裙 喇叭裙
喇叭褲 喇叭裤
喇合 喇合
喇嘛 喇嘛
喇嘛廟 喇嘛庙
喇嘛教 喇嘛教
喇沙 喇沙
喇沙 喇沙
喇舌 喇舌
喇賽 喇赛
喈 喈
喉 喉
喉咽 喉咽
喉嚨 喉咙
喉塞音 喉塞音
喉急 喉急
喉擦音 喉擦音
喉炎 喉炎
喉片 喉片
喉痧 喉痧
喉結 喉结
喉舌 喉舌
喉輪 喉轮
喉部 喉部
喉鏡 喉镜
喉音 喉音
喉韻 喉韵
喉頭 喉头
喉鳴 喉鸣
喊 喊
喊住 喊住
喊冤 喊冤
喊叫 喊叫
喊聲 喊声
喊話 喊话
喊話器 喊话器
喊道 喊道
喋 喋
喋喋 喋喋
喋喋不休 喋喋不休
喋血 喋血
喌 喌
喎 㖞
喏 喏
喏 喏
喑 喑
喑啞 喑哑
喒 咱
喓 喓
喔 喔
喔 喔
喘 喘
喘不過 喘不过
喘不過氣來 喘不过气来
喘吁吁 喘吁吁
喘噓噓 喘嘘嘘
喘息 喘息
喘振 喘振
喘氣 喘气
喘粗氣 喘粗气
喙 喙
喚 唤
喚作 唤作
喚做 唤做
喚起 唤起
喚醒 唤醒
喚雨呼風 唤雨呼风
喚頭 唤头
喜 喜
喜不自勝 喜不自胜
喜不自禁 喜不自禁
喜事 喜事
喜人 喜人
喜來登 喜来登
喜出望外 喜出望外
喜則氣緩 喜则气缓
喜劇 喜剧
喜力 喜力
喜吟吟 喜吟吟
喜喜歡歡 喜喜欢欢
喜報 喜报
喜壽 喜寿
喜大普奔 喜大普奔
喜好 喜好
喜娘 喜娘
喜子 喜子
喜孜孜 喜孜孜
喜宴 喜宴
喜山白眉朱雀 喜山白眉朱雀
喜山紅眉朱雀 喜山红眉朱雀
喜山鵟 喜山𫛭
喜山點翅朱雀 喜山点翅朱雀
喜帕 喜帕
喜帖 喜帖
喜幛 喜幛
喜形於色 喜形于色
喜從天降 喜从天降
喜德 喜德
喜德縣 喜德县
喜怒哀樂 喜怒哀乐
喜怒無常 喜怒无常
喜悅 喜悦
喜惡 喜恶
喜愛 喜爱
喜感 喜感
喜慶 喜庆
喜憂參半 喜忧参半
喜憨兒 喜憨儿
喜提 喜提
喜新厭舊 喜新厌旧
喜極而泣 喜极而泣
喜樂 喜乐
喜歌劇院 喜歌剧院
喜歡 喜欢
喜氣 喜气
喜氣洋洋 喜气洋洋
喜洋洋 喜洋洋
喜滋滋 喜滋滋
喜當爹 喜当爹
喜盈盈 喜盈盈
喜笑 喜笑
喜笑顏開 喜笑颜开
喜筵 喜筵
喜糖 喜糖
喜結連理 喜结连理
喜群游 喜群游
喜群飛 喜群飞
喜聞樂見 喜闻乐见
喜興 喜兴
喜色 喜色
喜蛋 喜蛋
喜衝衝 喜冲冲
喜訊 喜讯
喜躍 喜跃
喜車 喜车
喜酒 喜酒
喜錢 喜钱
喜陽 喜阳
喜雨 喜雨
喜餅 喜饼
喜馬拉雅 喜马拉雅
喜馬拉雅山 喜马拉雅山
喜馬拉雅山脈 喜马拉雅山脉
喜鵲 喜鹊
喝 喝
喝 喝
喝令 喝令
喝倒彩 喝倒彩
喝光 喝光
喝叱 喝叱
喝彩 喝彩
喝掉 喝掉
喝掛 喝挂
喝斥 喝斥
喝斷片 喝断片
喝止 喝止
喝涼水都塞牙 喝凉水都塞牙
